direction_key,winner,winner_mean,margin,bicleaner_ai_rank,m_prometheus_7b_rank,metricx24_rank,qwen3_14b_rank,qwen3_4b_instruct_2507_rank,qwen3_8b_rank,shaomutan_remedy_9b_22_rank,wmt23_cometkiwi_da_xl_rank,xcomet_xl_rank,bicleaner_ai_mean,m_prometheus_7b_mean,metricx24_mean,qwen3_14b_mean,qwen3_4b_instruct_2507_mean,qwen3_8b_mean,shaomutan_remedy_9b_22_mean,wmt23_cometkiwi_da_xl_mean,xcomet_xl_mean
azj_Latn->wol_Latn,shaomutan_remedy-9b-22,0.490005418,0.139468,8,7,3,9,2,6,1,5,4,0.053839,0.066551,0.226927,0.050881,0.350538,0.134131,0.490005,0.193452,0.215335
azj_Latn->xho_Latn,shaomutan_remedy-9b-22,0.708800871,0.065467,9,8,2,7,3,6,1,4,5,0.054041,0.107541,0.643334,0.115889,0.378352,0.171414,0.708801,0.302975,0.253698
azj_Latn->ydd_Hebr,metricx24,0.757421211,0.02883,8,2,1,5,3,4,9,6,7,0.205317,0.728591,0.757421,0.551643,0.695889,0.655839,0.178808,0.449525,0.360818
azj_Latn->yor_Latn,shaomutan_remedy-9b-22,0.627089122,0.157987,9,8,2,7,3,4,1,6,5,0.042947,0.083823,0.469102,0.098019,0.417576,0.2344,0.627089,0.203909,0.209176
azj_Latn->yue_Hant,qwen3-4b-instruct-2507,0.924464908,0.012245,9,4,5,2,1,3,6,8,7,0.100454,0.835112,0.816652,0.91222,0.924465,0.88891,0.770394,0.56928,0.615542
azj_Latn->zho_Hans,qwen3-4b-instruct-2507,0.937740169,0.007501,9,4,5,2,1,3,6,8,7,0.128207,0.851294,0.834761,0.930239,0.93774,0.914679,0.756139,0.578963,0.636736
azj_Latn->zho_Hant,qwen3-4b-instruct-2507,0.926565455,0.000119,9,5,6,2,1,4,3,8,7,0.091147,0.846491,0.817732,0.926446,0.926565,0.904186,0.912822,0.573151,0.610303
azj_Latn->zsm_Latn,qwen3-4b-instruct-2507,0.821577899,0.012295,9,5,2,4,1,3,6,8,7,0.258104,0.671658,0.809282,0.732539,0.821578,0.799507,0.6257,0.529862,0.59123
azj_Latn->zul_Latn,shaomutan_remedy-9b-22,0.726205793,0.041939,9,7,2,8,3,6,1,4,5,0.043443,0.137133,0.684267,0.132429,0.401334,0.204793,0.726206,0.308773,0.25014
bak_Cyrl->ace_Arab,metricx24,0.389876065,0.052673,9,8,1,6,2,4,5,7,3,0.014793,0.045595,0.389876,0.092837,0.337203,0.145719,0.113898,0.084977,0.209261
bak_Cyrl->ace_Latn,metricx24,0.601372738,0.201408,9,8,1,5,2,7,6,4,3,0.083526,0.110085,0.601373,0.179701,0.399965,0.168372,0.179268,0.183821,0.219523
bak_Cyrl->acm_Arab,qwen3-4b-instruct-2507,0.767451468,0.00882,9,5,3,4,1,2,6,7,8,0.075993,0.545585,0.724836,0.701956,0.767451,0.758631,0.321591,0.241569,0.227093
bak_Cyrl->acq_Arab,qwen3-8b,0.79172225,0.001145,9,5,3,4,2,1,6,7,8,0.077448,0.506705,0.733281,0.721409,0.790577,0.791722,0.347368,0.255633,0.2303
bak_Cyrl->aeb_Arab,qwen3-4b-instruct-2507,0.645858636,0.003036,9,5,3,4,1,2,6,8,7,0.057772,0.405207,0.632311,0.5766,0.645859,0.642822,0.234625,0.201098,0.221996
bak_Cyrl->afr_Latn,shaomutan_remedy-9b-22,0.85381627,0.038497,9,6,2,5,4,3,1,7,8,0.065991,0.622693,0.815319,0.709109,0.732693,0.79233,0.853816,0.289562,0.237507
bak_Cyrl->ajp_Arab,qwen3-4b-instruct-2507,0.747710304,0.008123,9,5,3,4,1,2,6,7,8,0.047293,0.428795,0.700759,0.655819,0.74771,0.739587,0.25565,0.235397,0.228021
bak_Cyrl->aka_Latn,metricx24,0.407407467,0.014869,9,8,1,7,2,6,3,5,4,0.065049,0.104828,0.407407,0.118646,0.392539,0.183873,0.323669,0.205031,0.214979
bak_Cyrl->als_Latn,qwen3-8b,0.833583873,0.022882,9,5,3,4,2,1,6,7,8,0.114935,0.752952,0.79656,0.792399,0.810702,0.833584,0.310316,0.305562,0.248594
bak_Cyrl->amh_Ethi,shaomutan_remedy-9b-22,0.861333749,0.140916,9,8,2,5,3,4,1,6,7,0.030195,0.163091,0.720418,0.455341,0.589447,0.55564,0.861334,0.38623,0.25316
bak_Cyrl->apc_Arab,qwen3-4b-instruct-2507,0.743797909,0.005889,9,5,3,4,1,2,6,7,8,0.071033,0.474455,0.695982,0.660438,0.743798,0.737909,0.241936,0.225052,0.224725
bak_Cyrl->arb_Arab,qwen3-14b,0.860099552,0.015674,9,5,4,1,3,2,6,7,8,0.081527,0.637546,0.785301,0.8601,0.825012,0.844425,0.519182,0.280624,0.236249
bak_Cyrl->arb_Latn,qwen3-8b,0.520716775,0.001294,9,3,6,5,2,1,4,8,7,0.066388,0.486635,0.404128,0.443748,0.519423,0.520717,0.475015,0.141326,0.209121
bak_Cyrl->ars_Arab,qwen3-8b,0.825908412,0.003066,9,5,4,2,3,1,6,7,8,0.070021,0.589129,0.768603,0.822842,0.807188,0.825908,0.48323,0.274054,0.232183
bak_Cyrl->ary_Arab,qwen3-4b-instruct-2507,0.612419114,0.002175,9,5,3,4,1,2,7,8,6,0.042429,0.340712,0.599911,0.559039,0.612419,0.610244,0.211193,0.168625,0.214338
bak_Cyrl->arz_Arab,qwen3-8b,0.761906421,0.028651,9,5,3,4,2,1,7,6,8,0.060475,0.47103,0.706418,0.664993,0.733255,0.761906,0.232059,0.235448,0.225075
bak_Cyrl->asm_Beng,shaomutan_remedy-9b-22,0.8215007,0.026916,9,6,5,4,2,3,1,7,8,0.048137,0.664032,0.675479,0.689696,0.794584,0.786401,0.821501,0.322446,0.219312
bak_Cyrl->ast_Latn,qwen3-8b,0.795505226,0.032295,9,5,4,3,2,1,7,6,8,0.172831,0.438113,0.661303,0.730562,0.763211,0.795505,0.268227,0.295807,0.222987
bak_Cyrl->awa_Deva,metricx24,0.692107012,0.007035,9,6,1,4,3,2,8,5,7,0.141864,0.264186,0.692107,0.603425,0.667656,0.685072,0.187832,0.292111,0.236253
bak_Cyrl->ayr_Latn,qwen3-4b-instruct-2507,0.353887506,0.12053,4,5,2,9,1,7,8,6,3,0.194366,0.168915,0.233358,0.088133,0.353888,0.131618,0.118907,0.148518,0.217288
bak_Cyrl->azb_Arab,metricx24,0.525439114,0.048784,9,8,1,4,2,3,6,7,5,0.028069,0.137058,0.525439,0.277516,0.476655,0.35325,0.176544,0.148219,0.216892
bak_Cyrl->azj_Latn,qwen3-8b,0.850114485,0.07327,9,3,5,4,2,1,6,7,8,0.119895,0.760786,0.734881,0.757103,0.776844,0.850114,0.704764,0.351924,0.283807
bak_Cyrl->bam_Latn,qwen3-4b-instruct-2507,0.4159333,0.094816,9,8,3,7,1,6,2,5,4,0.059977,0.095072,0.310089,0.097033,0.415933,0.163519,0.321117,0.206632,0.220045
bak_Cyrl->ban_Latn,metricx24,0.669948482,0.184677,9,5,1,2,3,4,8,7,6,0.064974,0.449408,0.669948,0.485271,0.484097,0.457143,0.176773,0.190174,0.21853
bak_Cyrl->bel_Cyrl,qwen3-8b,0.873245396,3.10E-05,9,5,4,6,3,1,2,7,8,0.215359,0.76113,0.804445,0.73442,0.831035,0.873245,0.873214,0.303926,0.254011
bak_Cyrl->bem_Latn,metricx24,0.448011374,0.062476,9,8,1,7,2,5,6,4,3,0.048105,0.096565,0.448011,0.103868,0.385535,0.16332,0.130677,0.179051,0.216721
bak_Cyrl->ben_Beng,shaomutan_remedy-9b-22,0.895280253,0.076963,9,6,4,5,3,2,1,7,8,0.073258,0.619841,0.784663,0.75989,0.805665,0.818318,0.89528,0.360851,0.249229
bak_Cyrl->bho_Deva,metricx24,0.67124753,0.013044,9,5,1,4,2,3,8,6,7,0.054739,0.239124,0.671248,0.597282,0.658203,0.658123,0.169585,0.23516,0.226278
bak_Cyrl->bjn_Arab,qwen3-4b-instruct-2507,0.437546043,0.041182,9,7,2,4,1,3,6,8,5,0.014328,0.105674,0.396364,0.303305,0.437546,0.308706,0.119437,0.076224,0.208794
bak_Cyrl->bjn_Latn,metricx24,0.576516279,0.04563,9,5,1,3,2,4,8,7,6,0.07864,0.407432,0.576516,0.525371,0.530886,0.514963,0.195224,0.207675,0.218488
bak_Cyrl->bod_Tibt,metricx24,0.459960628,0.243601,9,8,1,7,3,4,6,5,2,0.01213,0.028671,0.459961,0.098835,0.210851,0.195779,0.131927,0.188202,0.21636
bak_Cyrl->bos_Latn,shaomutan_remedy-9b-22,0.903743758,0.01225,9,6,2,3,5,4,1,7,8,0.091055,0.611354,0.891494,0.871404,0.843927,0.857073,0.903744,0.27772,0.238898
bak_Cyrl->bug_Latn,metricx24,0.410905586,0.01661,3,9,1,7,2,6,8,5,4,0.233566,0.120284,0.410906,0.128328,0.394296,0.151244,0.126425,0.175919,0.21541
bak_Cyrl->bul_Cyrl,shaomutan_remedy-9b-22,0.90638737,0.057477,9,6,4,3,5,2,1,7,8,0.179959,0.692693,0.828904,0.831991,0.826421,0.84891,0.906387,0.32913,0.295203
bak_Cyrl->cat_Latn,shaomutan_remedy-9b-22,0.910109697,0.024853,9,6,5,4,3,2,1,7,8,0.206206,0.713454,0.801411,0.858029,0.879079,0.885256,0.91011,0.318073,0.242156
bak_Cyrl->ceb_Latn,qwen3-4b-instruct-2507,0.774738676,0.002194,9,5,2,4,1,3,8,7,6,0.061107,0.65001,0.772545,0.714634,0.774739,0.756526,0.19639,0.199515,0.218981
bak_Cyrl->ces_Latn,shaomutan_remedy-9b-22,0.918919308,0.021159,9,6,5,3,4,2,1,7,8,0.094029,0.697387,0.787638,0.89441,0.862325,0.89776,0.918919,0.271388,0.248322
bak_Cyrl->cjk_Latn,qwen3-4b-instruct-2507,0.338292683,0.082941,9,7,2,8,1,5,6,4,3,0.036421,0.088601,0.255352,0.06231,0.338293,0.117566,0.109669,0.172549,0.215453
bak_Cyrl->ckb_Arab,metricx24,0.693757913,0.176132,9,4,1,5,2,3,7,8,6,0.032968,0.408855,0.693758,0.385655,0.517626,0.472061,0.204332,0.121826,0.209214
bak_Cyrl->crh_Latn,shaomutan_remedy-9b-22,0.776158574,0.036452,9,2,5,6,4,3,1,7,8,0.111343,0.739706,0.56467,0.555689,0.61889,0.699413,0.776159,0.246628,0.235422
bak_Cyrl->cym_Latn,shaomutan_remedy-9b-22,0.843621472,0.07513,9,2,5,6,4,3,1,8,7,0.109106,0.768492,0.72431,0.71101,0.727536,0.75215,0.843621,0.221706,0.224639
bak_Cyrl->dan_Latn,shaomutan_remedy-9b-22,0.912298583,0.030402,9,6,5,3,4,2,1,7,8,0.10533,0.693375,0.833959,0.855207,0.850523,0.881896,0.912299,0.302636,0.255022
bak_Cyrl->deu_Latn,shaomutan_remedy-9b-22,0.921172369,0.017141,9,6,3,2,5,4,1,7,8,0.162653,0.748019,0.902524,0.904032,0.857795,0.902285,0.921172,0.374086,0.285403
bak_Cyrl->dik_Latn,qwen3-4b-instruct-2507,0.386515679,0.169346,8,7,3,9,1,5,6,4,2,0.060173,0.075859,0.209168,0.056322,0.386516,0.133957,0.104401,0.149634,0.217169
bak_Cyrl->dyu_Latn,qwen3-4b-instruct-2507,0.327680438,0.097782,9,7,2,8,1,6,5,4,3,0.046073,0.079094,0.229899,0.058039,0.32768,0.102325,0.110544,0.143109,0.212743
bak_Cyrl->dzo_Tibt,metricx24,0.411734775,0.040671,9,8,1,7,5,6,2,4,3,0.002585,0.025485,0.411735,0.054365,0.12566,0.125286,0.371064,0.167442,0.206934
bak_Cyrl->ell_Grek,shaomutan_remedy-9b-22,0.917282479,0.050194,9,6,5,3,4,2,1,7,8,0.086916,0.648163,0.823191,0.851409,0.833255,0.867088,0.917282,0.314455,0.254323
bak_Cyrl->eng_Latn,qwen3-14b,0.952812344,0.011658,9,5,6,1,2,3,4,7,8,0.125379,0.844953,0.801767,0.952812,0.941155,0.935988,0.898145,0.451936,0.334432
bak_Cyrl->epo_Latn,shaomutan_remedy-9b-22,0.86465165,0.067465,9,7,2,5,3,4,1,6,8,0.099395,0.263853,0.797187,0.643091,0.782424,0.731757,0.864652,0.284231,0.247563
bak_Cyrl->est_Latn,shaomutan_remedy-9b-22,0.893237167,0.024024,9,5,6,3,4,2,1,7,8,0.091818,0.731105,0.701364,0.799457,0.766909,0.869214,0.893237,0.280564,0.247385
bak_Cyrl->eus_Latn,shaomutan_remedy-9b-22,0.872234814,0.038741,9,2,4,6,5,3,1,7,8,0.089059,0.833494,0.762464,0.722509,0.756824,0.833166,0.872235,0.282199,0.252126
bak_Cyrl->ewe_Latn,qwen3-4b-instruct-2507,0.363658537,0.062146,9,8,2,7,1,6,3,5,4,0.041883,0.051966,0.301512,0.074674,0.363659,0.135988,0.250737,0.180717,0.211976
bak_Cyrl->fao_Latn,shaomutan_remedy-9b-22,0.767428054,0.082868,9,6,2,5,4,3,1,8,7,0.038903,0.576979,0.68456,0.577432,0.623221,0.675963,0.767428,0.153879,0.212283
bak_Cyrl->fij_Latn,shaomutan_remedy-9b-22,0.599365422,0.078593,9,8,2,7,3,6,1,5,4,0.033739,0.088601,0.520773,0.095694,0.296765,0.144206,0.599365,0.174968,0.210565
bak_Cyrl->fin_Latn,shaomutan_remedy-9b-22,0.938144716,0.06246,9,6,5,3,4,2,1,7,8,0.076381,0.68546,0.757214,0.825928,0.7755,0.875684,0.938145,0.314785,0.259564
bak_Cyrl->fon_Latn,qwen3-4b-instruct-2507,0.364848183,0.153334,9,8,3,7,1,5,6,4,2,0.04738,0.053559,0.187822,0.07436,0.364848,0.13439,0.110369,0.181182,0.211514
bak_Cyrl->fra_Latn,shaomutan_remedy-9b-22,0.931112242,0.014283,9,6,5,2,4,3,1,7,8,0.095445,0.763066,0.82194,0.916829,0.885007,0.912797,0.931112,0.376475,0.28495
bak_Cyrl->fur_Latn,qwen3-8b,0.70371329,0.004146,9,4,3,5,2,1,7,8,6,0.074,0.62225,0.661098,0.609059,0.699567,0.703713,0.189663,0.15543,0.208606
bak_Cyrl->fuv_Latn,qwen3-4b-instruct-2507,0.361164759,0.103141,8,7,2,9,1,5,6,4,3,0.071774,0.072673,0.258024,0.054828,0.361165,0.120757,0.10557,0.150288,0.210984
bak_Cyrl->gaz_Latn,metricx24,0.456831368,0.036523,9,8,1,6,2,4,7,3,5,0.047235,0.140667,0.456831,0.200224,0.420309,0.237073,0.170978,0.269694,0.230243
bak_Cyrl->gla_Latn,shaomutan_remedy-9b-22,0.774168067,0.079662,9,8,2,5,3,4,1,6,7,0.074797,0.137805,0.694506,0.23898,0.491105,0.359676,0.774168,0.237998,0.232143
bak_Cyrl->gle_Latn,shaomutan_remedy-9b-22,0.765070723,0.010307,9,2,3,5,6,4,1,7,8,0.068622,0.754764,0.690824,0.615202,0.61434,0.659079,0.765071,0.246345,0.237439
bak_Cyrl->glg_Latn,qwen3-8b,0.882414136,0.017088,9,6,5,2,3,1,4,7,8,0.099849,0.75343,0.80977,0.865326,0.864699,0.882414,0.841121,0.333349,0.250596
bak_Cyrl->grn_Latn,shaomutan_remedy-9b-22,0.71539571,0.313718,5,9,3,7,2,4,1,8,6,0.233996,0.116979,0.353245,0.202519,0.401677,0.256546,0.715396,0.173693,0.211244
bak_Cyrl->guj_Gujr,shaomutan_remedy-9b-22,0.915968142,0.05672,9,6,5,4,2,3,1,7,8,0.047048,0.594485,0.737894,0.745739,0.859248,0.839557,0.915968,0.339241,0.264511
bak_Cyrl->hat_Latn,shaomutan_remedy-9b-22,0.811409326,0.103593,9,8,2,5,3,4,1,7,6,0.057857,0.105027,0.707817,0.355963,0.54233,0.506366,0.811409,0.143792,0.211334
bak_Cyrl->hau_Latn,shaomutan_remedy-9b-22,0.746289666,0.031301,9,8,2,7,3,6,1,4,5,0.039358,0.103036,0.714989,0.106884,0.379403,0.148337,0.74629,0.240659,0.228505
bak_Cyrl->heb_Hebr,shaomutan_remedy-9b-22,0.896858803,0.054579,9,6,4,5,3,2,1,7,8,0.060739,0.622419,0.806155,0.800204,0.831349,0.84228,0.896859,0.299162,0.244199
bak_Cyrl->hin_Deva,shaomutan_remedy-9b-22,0.889237882,0.054405,9,6,5,4,3,2,1,7,8,0.084179,0.657387,0.770544,0.790368,0.805754,0.834833,0.889238,0.331414,0.260469
bak_Cyrl->hne_Deva,qwen3-4b-instruct-2507,0.671811847,0.008996,9,7,2,4,1,3,8,5,6,0.110618,0.136516,0.662816,0.540483,0.671812,0.571354,0.129167,0.233128,0.225275
bak_Cyrl->hrv_Latn,shaomutan_remedy-9b-22,0.911505833,0.029807,9,6,2,4,5,3,1,7,8,0.093671,0.688323,0.881699,0.860408,0.841175,0.870378,0.911506,0.272518,0.23773
bak_Cyrl->hun_Latn,shaomutan_remedy-9b-22,0.917670321,0.029681,9,6,5,3,4,2,1,7,8,0.116459,0.766516,0.769888,0.860612,0.836282,0.887989,0.91767,0.290404,0.261875
bak_Cyrl->hye_Armn,shaomutan_remedy-9b-22,0.937854063,0.052901,9,6,5,3,4,2,1,7,8,0.098749,0.756451,0.785137,0.860124,0.859378,0.884953,0.937854,0.3869,0.315893
bak_Cyrl->ibo_Latn,shaomutan_remedy-9b-22,0.705697412,0.156061,8,9,2,7,3,4,1,6,5,0.128262,0.104629,0.549637,0.168168,0.417442,0.255426,0.705697,0.180937,0.208242
bak_Cyrl->ilo_Latn,metricx24,0.70245154,0.072526,9,8,1,4,2,3,7,6,5,0.073487,0.10451,0.702452,0.435012,0.629925,0.51788,0.189779,0.204326,0.214629
bak_Cyrl->ind_Latn,shaomutan_remedy-9b-22,0.895397983,0.037668,9,6,4,3,5,2,1,7,8,0.085666,0.679159,0.82031,0.852384,0.793395,0.85773,0.895398,0.294667,0.251419
bak_Cyrl->isl_Latn,shaomutan_remedy-9b-22,0.846231577,0.059263,9,3,4,6,5,2,1,7,8,0.054677,0.719418,0.702617,0.676451,0.698024,0.786969,0.846232,0.266026,0.238872
bak_Cyrl->ita_Latn,qwen3-14b,0.925121951,0.008226,9,6,5,1,4,3,2,7,8,0.096947,0.722315,0.853083,0.925122,0.896854,0.914674,0.916896,0.365202,0.267417
bak_Cyrl->jav_Latn,shaomutan_remedy-9b-22,0.787547113,0.058526,9,6,2,5,4,3,1,7,8,0.064094,0.629492,0.729021,0.649711,0.670314,0.70117,0.787547,0.273638,0.235568
bak_Cyrl->jpn_Jpan,shaomutan_remedy-9b-22,0.932660736,0.022044,9,6,5,2,4,3,1,7,8,0.017144,0.593255,0.762538,0.910617,0.881941,0.905182,0.932661,0.318946,0.25238
bak_Cyrl->kab_Latn,qwen3-4b-instruct-2507,0.387461424,0.078982,9,7,2,8,1,4,6,5,3,0.049677,0.109308,0.308479,0.083355,0.387461,0.158611,0.124472,0.143432,0.207647
bak_Cyrl->kac_Latn,metricx24,0.45317689,0.107035,8,9,1,7,2,5,6,4,3,0.068097,0.051966,0.453177,0.08666,0.346142,0.132563,0.110241,0.169057,0.217114
bak_Cyrl->kam_Latn,qwen3-4b-instruct-2507,0.405057242,0.09895,9,7,2,8,1,5,6,4,3,0.071525,0.090194,0.306107,0.085565,0.405057,0.165162,0.11981,0.172427,0.217113
bak_Cyrl->kan_Knda,shaomutan_remedy-9b-22,0.901377412,0.060462,9,6,4,5,2,3,1,7,8,0.030964,0.596257,0.748006,0.712111,0.840916,0.815042,0.901377,0.371018,0.24168
bak_Cyrl->kas_Arab,metricx24,0.480003916,0.025395,9,8,1,5,2,3,7,6,4,0.069137,0.114316,0.480004,0.197885,0.454609,0.255475,0.117796,0.151426,0.211427
bak_Cyrl->kas_Deva,metricx24,0.409573449,0.018264,9,8,1,7,2,4,5,6,3,0.05438,0.076108,0.409573,0.117153,0.391309,0.199298,0.19718,0.139191,0.212762
bak_Cyrl->kat_Geor,shaomutan_remedy-9b-22,0.92805287,0.072324,9,6,5,4,3,2,1,7,8,0.194226,0.761528,0.784136,0.787785,0.814027,0.855729,0.928053,0.349776,0.290193
bak_Cyrl->kaz_Cyrl,shaomutan_remedy-9b-22,0.93918427,0.08461,9,3,5,6,4,2,1,7,8,0.208106,0.814993,0.771026,0.770493,0.793649,0.854574,0.939184,0.409679,0.377281
bak_Cyrl->kbp_Latn,qwen3-4b-instruct-2507,0.425420607,0.128523,9,7,2,8,1,4,6,3,5,0.035738,0.10556,0.296897,0.104002,0.425421,0.207899,0.15032,0.209442,0.206958
bak_Cyrl->kea_Latn,qwen3-4b-instruct-2507,0.65960677,0.00338,9,5,4,3,1,2,8,7,6,0.061189,0.21668,0.516011,0.558671,0.659607,0.656227,0.182038,0.190265,0.212421
bak_Cyrl->khk_Cyrl,metricx24,0.756450084,0.075395,9,2,1,6,3,4,8,5,7,0.108543,0.681055,0.75645,0.317143,0.430602,0.352847,0.199977,0.351512,0.262335
bak_Cyrl->khm_Khmr,shaomutan_remedy-9b-22,0.884647073,0.055105,9,6,3,5,2,4,1,7,8,0.044527,0.507108,0.749808,0.697959,0.829542,0.739726,0.884647,0.385744,0.240093
bak_Cyrl->kik_Latn,shaomutan_remedy-9b-22,0.567537142,0.164839,9,8,3,7,2,5,1,6,4,0.042634,0.097312,0.348769,0.159806,0.402698,0.195928,0.567537,0.165021,0.209474
bak_Cyrl->kin_Latn,shaomutan_remedy-9b-22,0.781922881,0.132084,8,9,2,7,3,5,1,6,4,0.125927,0.101344,0.649839,0.129965,0.422608,0.207795,0.781923,0.182757,0.215618
bak_Cyrl->kir_Cyrl,shaomutan_remedy-9b-22,0.81710355,0.042335,9,2,3,6,5,4,1,7,8,0.231444,0.774769,0.772174,0.570697,0.57122,0.612534,0.817104,0.38557,0.332688
bak_Cyrl->kmb_Latn,qwen3-4b-instruct-2507,0.384021901,0.049743,9,7,2,8,1,5,6,4,3,0.039228,0.090194,0.334279,0.08991,0.384022,0.145874,0.119424,0.180969,0.21584
bak_Cyrl->kmr_Latn,metricx24,0.663777667,0.176077,9,8,1,4,2,3,7,5,6,0.051174,0.168178,0.663778,0.381239,0.4877,0.403454,0.202088,0.274111,0.242154
bak_Cyrl->knc_Arab,metricx24,0.225099053,0.022129,9,7,1,8,3,6,4,5,2,0.007894,0.019114,0.225099,0.013858,0.201946,0.097133,0.108738,0.09716,0.20297
bak_Cyrl->knc_Latn,qwen3-4b-instruct-2507,0.353917372,0.141095,9,7,3,8,1,5,6,4,2,0.053853,0.09338,0.210389,0.071672,0.353917,0.12217,0.111839,0.145996,0.212822
bak_Cyrl->kon_Latn,shaomutan_remedy-9b-22,0.508752066,0.118104,9,8,2,7,3,6,1,5,4,0.034466,0.090194,0.390648,0.095814,0.388188,0.155276,0.508752,0.17843,0.213187
bak_Cyrl->kor_Hang,shaomutan_remedy-9b-22,0.931359214,0.052086,9,6,5,3,4,2,1,7,8,0.041924,0.623644,0.775848,0.861887,0.847028,0.879273,0.931359,0.368794,0.269466
bak_Cyrl->lao_Laoo,shaomutan_remedy-9b-22,0.793141534,0.020643,9,6,5,3,4,2,1,7,8,0.037703,0.507516,0.723797,0.76225,0.760269,0.772499,0.793142,0.362703,0.247961
bak_Cyrl->lij_Latn,qwen3-4b-instruct-2507,0.69985565,0.04228,9,5,3,4,1,2,8,7,6,0.117044,0.335834,0.579976,0.563997,0.699856,0.657576,0.179402,0.181913,0.207881
bak_Cyrl->lim_Latn,shaomutan_remedy-9b-22,0.679934829,0.020104,9,6,3,5,2,4,1,8,7,0.072094,0.331896,0.653714,0.57009,0.659831,0.639338,0.679935,0.204561,0.213364
bak_Cyrl->lin_Latn,shaomutan_remedy-9b-22,0.592858884,0.127242,9,8,2,7,3,5,1,6,4,0.039757,0.096565,0.465617,0.108522,0.421483,0.168153,0.592859,0.159212,0.211041
bak_Cyrl->lit_Latn,shaomutan_remedy-9b-22,0.913983757,0.047647,9,6,5,3,4,2,1,7,8,0.120563,0.745615,0.771919,0.82214,0.796043,0.866336,0.913984,0.265827,0.252617
bak_Cyrl->lmo_Latn,qwen3-4b-instruct-2507,0.705754107,0.025082,9,5,4,3,1,2,7,8,6,0.099535,0.334331,0.573926,0.609945,0.705754,0.680672,0.182309,0.157155,0.207976
bak_Cyrl->ltg_Latn,metricx24,0.4466435,0.045066,9,6,1,5,2,4,7,8,3,0.103968,0.183375,0.446644,0.206526,0.401578,0.206536,0.144887,0.131206,0.214941
bak_Cyrl->ltz_Latn,metricx24,0.84636365,0.056578,7,6,1,5,4,2,3,9,8,0.218685,0.526889,0.846364,0.668596,0.742598,0.789786,0.778827,0.19535,0.209963
bak_Cyrl->lua_Latn,qwen3-4b-instruct-2507,0.381314087,0.005151,9,7,2,8,1,6,3,5,4,0.050477,0.091787,0.376163,0.084226,0.381314,0.142907,0.257691,0.174403,0.21514
bak_Cyrl->lug_Latn,metricx24,0.39729431,0.012406,9,8,1,7,2,5,3,6,4,0.080157,0.096565,0.397294,0.105411,0.384888,0.176361,0.229483,0.16449,0.214965
bak_Cyrl->luo_Latn,qwen3-4b-instruct-2507,0.340069686,0.021652,6,8,2,9,1,5,7,4,3,0.109483,0.074266,0.318417,0.061025,0.34007,0.115306,0.109436,0.155438,0.211366
bak_Cyrl->lus_Latn,metricx24,0.527822413,0.153756,8,9,1,7,2,5,6,4,3,0.094746,0.061523,0.527822,0.157546,0.374067,0.184306,0.166757,0.195025,0.217164
bak_Cyrl->lvs_Latn,shaomutan_remedy-9b-22,0.932041267,0.060991,9,5,6,3,4,2,1,7,8,0.155817,0.778482,0.713275,0.838407,0.830309,0.87105,0.932041,0.281112,0.250548
bak_Cyrl->mag_Deva,qwen3-4b-instruct-2507,0.675390742,0.003212,9,7,2,4,1,3,8,5,6,0.122624,0.20214,0.672179,0.598352,0.675391,0.663375,0.1842,0.253672,0.228954
bak_Cyrl->mai_Deva,qwen3-4b-instruct-2507,0.764041812,0.023736,9,5,2,4,1,3,8,6,7,0.133982,0.282673,0.740306,0.649174,0.764042,0.697581,0.185411,0.228867,0.225094
bak_Cyrl->mal_Mlym,shaomutan_remedy-9b-22,0.901312474,0.037146,9,6,5,4,2,3,1,7,8,0.037458,0.587894,0.745146,0.806108,0.864166,0.844659,0.901312,0.361448,0.251587
bak_Cyrl->mar_Deva,shaomutan_remedy-9b-22,0.883561887,0.068584,9,6,5,4,2,3,1,7,8,0.046376,0.738333,0.741397,0.769313,0.814978,0.803738,0.883562,0.34624,0.230943
bak_Cyrl->min_Arab,qwen3-4b-instruct-2507,0.439422598,0.061576,9,6,2,4,1,3,7,8,5,0.015266,0.128059,0.377846,0.29883,0.439423,0.366197,0.100343,0.088394,0.209741
bak_Cyrl->min_Latn,qwen3-8b,0.627705326,0.042698,9,5,4,2,3,1,7,8,6,0.079617,0.403912,0.537591,0.585007,0.579756,0.627705,0.204183,0.187548,0.217659
bak_Cyrl->mkd_Cyrl,shaomutan_remedy-9b-22,0.838139715,0.006019,9,6,3,5,4,2,1,7,8,0.160979,0.70216,0.823668,0.794445,0.8133,0.83212,0.83814,0.331536,0.279705
bak_Cyrl->mlt_Latn,shaomutan_remedy-9b-22,0.866507959,0.043571,7,2,5,6,4,3,1,9,8,0.21875,0.822937,0.748145,0.688213,0.769965,0.778527,0.866508,0.150314,0.209033
bak_Cyrl->mni_Beng,metricx24,0.402424324,0.132857,6,9,1,7,2,4,8,5,3,0.073698,0.044002,0.402424,0.062076,0.269567,0.120796,0.049038,0.099894,0.211453
bak_Cyrl->mos_Latn,qwen3-4b-instruct-2507,0.36506222,0.15101,9,7,3,8,1,5,6,4,2,0.056776,0.069487,0.201574,0.067043,0.365062,0.119652,0.110342,0.14974,0.214053
bak_Cyrl->mri_Latn,shaomutan_remedy-9b-22,0.685865825,0.108409,9,8,2,5,3,4,1,6,7,0.045015,0.111025,0.577457,0.339477,0.435535,0.391035,0.685866,0.251457,0.213176
